date,SP01,SP02,SP03,SP04,SP05,WS01,WS02,WS03
2020.09.15 05:34,10.55,11.13,6.06,17.58,12.12,1.73,10.77,10.96
2020.09.15 05:35,5.47,11.33,7.42,15.00,14.02,2.12,10.97,11.52
2020.09.15 05:36,3.71,13.09,16.02,24.81,25.00,1.76,11.12,13.25
2020.09.15 05:37,9.05,13.68,6.35,12.89,11.16,1.54,10.77,12.94
2020.09.15 05:38,17.97,11.35,5.87,14.42,13.08,15.39,12.69,4.69
2020.09.15 05:39,20.71,10.96,6.45,11.93,18.08,2.11,21.49,23.25
2020.09.15 05:40,5.68,2.69,6.92,25.00,11.53,2.12,11.35,18.48
2020.09.15 05:41,9.58,4.61,25.57,24.04,26.18,3.32,12.70,2.55
2020.09.15 05:42,8.60,5.19,6.72,11.13,12.88,1.53,12.89,2.15
2020.09.15 05:43,6.16,4.61,5.28,11.73,12.52,1.35,12.70,2.57
2020.09.15 05:44,3.27,5.12,7.12,13.51,11.35,2.69,10.16,2.74
2020.09.15 05:45,12.31,11.73,10.75,5.58,12.50,3.52,11.73,3.33
2020.09.15 05:46,9.99,13.48,16.34,35.37,26.56,2.89,26.89,3.63
2020.09.15 05:47,12.50,3.13,10.35,11.35,19.73,4.11,5.19,1.92
2020.09.15 05:48,8.40,6.25,11.82,16.99,12.11,1.77,10.96,1.90
2020.09.15 05:49,21.72,5.77,9.42,12.89,12.83,14.62,1.57,2.11
2020.09.15 05:50,8.80,7.62,9.80,15.00,11.29,1.17,5.58,3.62
2020.09.15 05:51,9.04,10.55,15.24,25.39,22.69,0.98,2.93,2.46
2020.09.15 05:52,7.70,6.45,11.33,13.29,10.94,1.54,0.96,1.37
2020.09.15 05:53,2.50,11.72,9.23,13.07,12.12,3.32,2.70,0.98
2020.09.15 05:54,8.40,13.65,9.99,13.06,16.80,2.88,1.37,2.74
2020.09.15 05:55,3.83,13.28,9.18,17.00,11.16,1.92,4.88,1.79
2020.09.15 05:56,6.45,15.77,18.56,25.39,22.69,0.96,0.78,4.70
2020.09.15 05:57,12.70,11.92,7.04,12.32,7.50,3.85,5.18,2.54
2020.09.15 05:58,7.62,11.92,9.97,13.29,13.88,3.46,4.50,3.27
2020.09.15 05:59,18.56,4.42,8.80,12.31,12.70,1.76,2.94,1.59
2020.09.15 06:00,8.08,5.28,12.05,10.00,12.31,7.12,2.12,0.98
2020.09.15 06:01,10.23,5.96,17.69,24.03,22.69,5.47,20.31,2.31
2020.09.15 06:02,12.89,14.45,12.30,12.31,14.99,4.69,1.18,1.77
2020.09.15 06:03,16.15,13.09,7.12,12.31,15.04,1.96,9.77,0.55
2020.09.15 06:04,16.54,1.54,11.33,14.26,15.24,3.13,2.49,3.45
2020.09.15 06:05,7.82,12.89,10.74,13.09,13.48,2.88,1.15,1.71
2020.09.15 06:06,10.35,9.23,15.38,25.57,25.57,2.30,1.57,12.87
2020.09.15 06:07,6.15,13.84,22.27,12.89,10.77,8.46,16.42,1.73
2020.09.15 06:08,8.40,2.93,7.69,17.12,12.51,4.31,1.95,2.74
2020.09.15 06:09,33.85,13.27,9.43,14.07,13.10,5.58,2.88,3.46
2020.09.15 06:10,1.96,14.26,9.19,13.46,14.46,3.27,2.93,15.37
2020.09.15 06:11,32.62,49.02,28.77,45.90,31.76,16.22,2.15,2.31
2020.09.15 06:12,7.69,13.27,5.96,13.28,13.27,2.15,1.57,1.76
2020.09.15 06:13,2.69,7.69,10.94,15.20,9.77,19.14,2.35,2.88
2020.09.15 06:14,2.54,14.06,7.62,13.29,9.58,1.96,2.34,0.77
2020.09.15 06:15,7.31,11.34,8.08,22.46,14.07,2.15,1.57,0.81
2020.09.15 06:16,7.82,12.31,39.32,41.99,22.47,2.74,16.54,4.71
2020.09.15 06:17,4.30,19.04,10.36,14.65,14.65,4.04,3.84,4.50
2020.09.15 06:18,15.04,7.12,8.80,13.27,10.94,1.56,2.55,0.77
2020.09.15 06:19,22.85,5.87,7.50,13.46,13.46,2.54,1.16,1.57
2020.09.15 06:20,11.15,1.73,4.30,9.77,10.16,2.69,1.76,1.57
2020.09.15 06:21,14.65,3.13,13.27,19.14,25.39,3.71,0.76,0.78
2020.09.15 06:22,0.98,2.35,8.40,4.61,13.46,3.71,1.18,2.15
2020.09.15 06:23,4.90,2.16,11.54,9.19,16.35,3.52,3.91,17.01
2020.09.15 06:24,1.37,1.54,11.72,13.84,14.26,1.76,0.98,2.29
2020.09.15 06:25,14.43,0.79,8.99,13.28,15.24,5.19,1.15,4.03
2020.09.15 06:26,20.71,3.22,19.04,24.81,23.46,2.74,2.54,12.11
2020.09.15 06:27,10.95,1.53,9.00,23.24,11.33,5.28,3.32,8.07
2020.09.15 06:28,5.58,0.77,5.58,13.48,15.63,4.10,4.05,2.08
2020.09.15 06:29,22.46,1.37,5.58,8.08,14.28,1.96,2.34,1.37
2020.09.15 06:30,3.71,1.54,23.80,12.70,14.23,4.62,15.05,2.35
2020.09.15 06:31,17.69,2.69,27.48,26.35,21.54,12.70,1.96,1.37
2020.09.15 06:32,25.59,1.57,8.02,12.70,12.50,12.31,20.12,1.71
2020.09.15 06:33,11.54,3.72,11.92,15.43,11.91,6.35,1.76,5.28
2020.09.15 06:34,25.76,1.54,9.80,13.68,13.87,4.42,1.37,2.12
2020.09.15 06:35,2.88,2.35,4.21,9.77,15.82,21.10,2.54,5.69
2020.09.15 06:36,12.69,2.50,15.96,25.00,15.00,3.13,3.65,0.39
2020.09.15 06:37,12.11,1.96,8.01,12.88,5.58,1.54,13.08,1.56
2020.09.15 06:38,13.27,1.57,3.52,13.87,5.19,4.04,2.16,2.55
2020.09.15 06:39,26.37,2.35,10.16,13.28,16.41,0.79,1.54,1.77
2020.09.15 06:40,13.28,2.35,12.31,9.18,18.17,1.73,1.96,17.78
2020.09.15 06:41,5.28,2.69,34.42,28.52,25.38,4.89,3.91,3.91
2020.09.15 06:42,11.92,1.96,11.60,15.40,6.45,2.50,3.52,3.91
2020.09.15 06:43,1.56,1.38,5.96,14.08,10.97,2.89,2.50,3.46
2020.09.15 06:44,19.34,2.30,8.40,2.15,17.31,3.65,12.84,3.65
2020.09.15 06:45,20.19,2.50,11.14,2.35,12.12,2.54,0.58,0.97
2020.09.15 06:46,15.63,3.08,20.32,30.96,25.59,14.26,1.96,2.74
2020.09.15 06:47,16.73,1.18,1.72,1.37,15.82,1.54,2.93,5.28
2020.09.15 06:48,10.55,2.15,8.60,1.17,12.89,1.37,4.30,2.93
2020.09.15 06:49,21.88,1.76,11.13,0.96,13.48,3.26,0.76,0.94
2020.09.15 06:50,16.22,1.76,3.13,1.58,7.42,8.01,0.79,3.65
2020.09.15 06:51,15.43,2.30,9.61,13.87,26.76,1.93,1.34,1.37
2020.09.15 06:52,15.63,0.96,1.18,1.54,11.35,2.35,4.30,4.17
2020.09.15 06:53,22.27,1.73,0.59,1.17,15.05,1.34,0.78,1.96
2020.09.15 06:54,7.42,1.54,5.67,0.20,11.13,1.76,1.73,0.79
2020.09.15 06:55,10.95,2.94,6.84,2.35,9.18,1.56,0.96,2.55
2020.09.15 06:56,16.93,2.74,22.31,13.46,24.24,0.58,1.16,0.97
2020.09.15 06:57,15.63,1.57,15.82,0.98,15.00,3.13,2.04,1.54
2020.09.15 06:58,15.82,0.98,9.38,6.06,14.42,2.54,0.79,0.77
2020.09.15 06:59,31.26,20.19,12.50,1.57,14.45,3.85,1.76,2.74
2020.09.15 07:00,20.31,25.78,33.46,24.04,34.38,1.77,16.91,0.59
2020.09.15 07:01,6.92,2.89,28.53,14.42,19.92,2.50,3.52,1.17
2020.09.15 07:02,8.20,1.92,14.65,16.15,17.19,3.91,0.77,1.34
2020.09.15 07:03,1.73,0.78,10.16,2.74,17.19,17.39,3.52,2.37
2020.09.15 07:04,5.08,0.96,12.31,1.96,13.48,3.27,2.35,4.03
2020.09.15 07:05,4.89,1.37,5.47,6.34,10.96,2.35,2.35,1.92
2020.09.15 07:06,8.99,2.12,21.14,32.39,25.20,2.35,2.93,2.55
2020.09.15 07:07,7.03,2.15,13.09,2.15,14.65,3.65,4.50,2.52
2020.09.15 07:08,4.42,0.78,1.92,11.72,14.23,1.54,2.34,0.79
2020.09.15 07:09,17.78,0.96,14.04,1.76,12.31,2.11,19.54,2.96
2020.09.15 07:10,6.15,2.89,13.47,1.93,14.26,2.54,13.65,1.37
2020.09.15 07:11,2.74,1.92,1.55,13.49,27.74,1.56,23.46,3.91
2020.09.15 07:12,5.20,3.27,11.73,0.98,5.39,0.77,0.77,2.70
2020.09.15 07:13,4.30,1.15,13.46,0.96,12.89,1.76,0.95,20.68
2020.09.15 07:14,0.38,13.48,9.81,0.78,11.92,1.73,0.78,2.12
2020.09.15 07:15,5.67,0.57,12.92,2.54,11.73,1.92,0.39,2.36
2020.09.15 07:16,3.91,2.84,33.21,30.28,23.05,2.35,2.93,2.93
2020.09.15 07:17,3.47,12.31,12.31,0.96,14.06,3.66,0.38,0.59
2020.09.15 07:18,5.08,0.59,10.77,1.37,26.37,3.13,14.06,2.49
2020.09.15 07:19,14.04,1.35,11.93,1.18,7.69,5.00,0.79,1.57
2020.09.15 07:20,5.67,1.96,12.70,1.57,26.92,5.20,0.79,1.99
2020.09.15 07:21,2.50,2.88,19.04,12.31,14.42,1.35,1.15,1.96
2020.09.15 07:22,12.31,3.47,12.32,0.79,16.41,3.46,0.39,1.33
2020.09.15 07:23,0.40,1.37,10.19,2.74,9.77,2.89,0.97,3.09
2020.09.15 07:24,5.96,1.18,11.52,3.32,15.83,3.27,1.77,3.27
2020.09.15 07:25,4.11,0.77,9.42,3.85,13.10,5.48,3.72,4.81
2020.09.15 07:26,12.11,2.93,11.93,13.87,24.61,3.85,2.12,22.29
2020.09.15 07:27,4.91,3.13,9.77,1.74,13.29,2.16,3.33,3.93
2020.09.15 07:28,10.35,2.35,0.59,1.57,15.77,6.16,3.33,10.53
2020.09.15 07:29,18.85,0.59,5.08,1.37,10.35,1.37,2.35,1.19
2020.09.15 07:30,6.15,1.18,3.66,2.35,13.48,4.69,7.31,3.55
2020.09.15 07:31,5.67,2.35,15.95,31.25,24.42,1.96,1.76,1.92
2020.09.15 07:32,15.82,1.96,12.70,1.63,10.00,3.85,2.35,4.33
2020.09.15 07:33,8.41,2.15,2.15,1.37,11.14,1.57,5.28,3.71
2020.09.15 07:34,2.31,1.73,12.31,0.78,14.04,3.13,5.86,5.87
2020.09.15 07:35,4.62,1.76,12.89,1.73,19.81,7.69,2.35,2.94
2020.09.15 07:36,1.37,4.42,23.05,14.04,25.59,5.08,1.57,14.69
2020.09.15 07:37,22.12,12.50,11.73,1.73,2.54,1.53,5.18,3.50
2020.09.15 07:38,8.21,2.70,12.50,16.80,5.47,3.27,2.22,2.89
2020.09.15 07:39,23.25,3.33,13.28,1.57,16.21,1.96,5.00,1.78
2020.09.15 07:40,8.08,1.38,12.69,0.98,14.65,0.77,0.59,18.18
2020.09.15 07:41,5.08,3.66,27.88,14.85,24.03,4.30,0.77,2.12
2020.09.15 07:42,6.06,0.98,11.14,2.15,14.26,1.95,0.20,0.79
2020.09.15 07:43,3.52,0.98,14.65,10.77,14.61,5.86,0.96,3.65
2020.09.15 07:44,1.76,7.50,9.42,2.50,4.42,5.27,1.38,4.36
2020.09.15 07:45,17.89,5.00,24.62,1.18,14.42,3.13,1.17,2.36
2020.09.15 07:46,10.00,2.69,3.13,13.46,22.31,3.08,1.72,3.13
2020.09.15 07:47,7.62,0.58,0.78,1.37,12.11,2.15,16.73,3.07
2020.09.15 07:48,5.96,0.79,0.57,0.77,0.39,4.89,3.46,0.40
2020.09.15 07:49,21.68,1.18,1.17,1.37,4.23,4.62,3.07,3.13
2020.09.15 07:50,10.58,0.77,0.51,1.17,18.65,4.88,1.96,14.67
2020.09.15 07:51,10.96,2.30,5.07,14.81,13.87,6.06,0.98,4.30
2020.09.15 07:52,11.72,3.91,0.39,1.37,1.76,3.91,15.77,4.50
2020.09.15 07:53,9.18,4.69,0.96,2.12,3.52,4.69,0.99,2.94
2020.09.15 07:54,8.01,0.98,0.59,1.37,0.59,20.91,13.85,1.96
2020.09.15 07:55,4.62,1.37,1.17,1.56,0.96,3.27,2.54,3.52
2020.09.15 07:56,7.42,3.08,4.23,13.64,15.00,5.39,0.99,4.40
2020.09.15 07:57,6.25,1.93,1.35,0.98,0.79,13.46,14.80,10.75
2020.09.15 07:58,6.06,2.15,2.55,0.77,4.50,5.28,1.76,2.74
2020.09.15 07:59,25.59,1.57,1.96,13.09,5.77,1.15,2.11,2.74
2020.09.15 08:00,4.04,1.37,15.98,29.10,1.95,1.54,2.54,3.46
2020.09.15 08:01,6.45,2.30,26.37,13.68,13.28,3.32,1.92,2.35
2020.09.15 08:02,9.57,2.31,11.72,1.92,2.50,2.15,20.12,7.04
2020.09.15 08:03,20.46,3.46,0.79,0.59,1.76,4.49,2.93,3.84
2020.09.15 08:04,5.28,0.38,2.49,1.57,0.78,1.96,3.33,1.92
2020.09.15 08:05,1.57,0.39,2.35,0.98,4.50,1.76,2.30,0.77
2020.09.15 08:06,10.01,3.27,2.74,14.23,13.68,1.37,0.98,0.96
2020.09.15 08:07,4.10,2.94,0.59,1.34,2.54,3.32,0.40,0.77
2020.09.15 08:08,0.98,0.79,0.98,1.37,1.35,3.07,5.00,2.28
2020.09.15 08:09,20.31,0.79,0.59,0.60,5.96,0.96,1.56,0.79
2020.09.15 08:10,15.43,1.57,0.59,0.59,2.50,2.74,2.35,1.14
2020.09.15 08:11,9.42,2.93,1.96,13.46,13.07,1.54,0.98,19.67
2020.09.15 08:12,5.67,2.35,0.77,1.57,5.77,2.12,1.76,3.06
2020.09.15 08:13,6.45,2.12,0.59,17.78,1.34,1.17,1.57,0.96
2020.09.15 08:14,9.59,1.35,1.53,1.91,1.17,1.76,2.35,1.54
2020.09.15 08:15,6.84,1.54,1.16,1.73,2.50,1.55,0.98,1.30
2020.09.15 08:16,11.92,2.50,5.00,12.69,13.07,1.95,1.38,2.29
2020.09.15 08:17,10.55,0.38,1.54,1.95,1.76,1.73,1.38,4.74
2020.09.15 08:18,4.42,1.37,1.15,0.78,6.16,1.92,2.15,0.59
2020.09.15 08:19,22.12,1.37,1.76,1.76,5.47,3.91,3.71,3.06
2020.09.15 08:20,5.67,5.28,1.15,14.08,6.92,3.71,1.54,1.38
2020.09.15 08:21,9.18,2.88,2.54,13.87,13.47,2.69,1.56,1.59
2020.09.15 08:22,5.47,0.77,1.57,1.54,2.31,2.35,16.41,6.15
2020.09.15 08:23,12.31,2.74,0.98,4.30,2.93,4.81,2.94,3.85
2020.09.15 08:24,11.93,1.96,0.96,0.40,1.37,16.15,2.15,2.08
2020.09.15 08:25,6.65,0.58,1.54,1.57,1.57,3.65,3.52,1.31
2020.09.15 08:26,9.04,2.31,2.70,12.69,16.16,2.15,2.36,0.94
2020.09.15 08:27,5.08,3.91,2.54,1.15,1.54,1.96,1.15,2.11
2020.09.15 08:28,10.94,2.54,0.20,3.91,2.16,1.57,1.15,0.59
2020.09.15 08:29,17.00,2.11,0.58,2.12,4.62,2.11,1.16,3.32
2020.09.15 08:30,0.59,0.38,1.37,1.57,1.57,4.10,1.56,2.93
2020.09.15 08:31,10.00,3.71,2.74,31.15,14.44,2.54,2.35,3.08
2020.09.15 08:32,10.39,3.08,2.35,1.73,16.80,1.17,1.37,1.14
2020.09.15 08:33,10.00,1.17,0.59,3.34,1.37,3.65,0.77,1.36
2020.09.15 08:34,9.81,2.34,1.76,1.37,1.56,1.73,0.59,2.15
2020.09.15 08:35,9.42,4.80,1.73,2.15,2.09,3.13,2.74,1.91
2020.09.15 08:36,0.39,3.12,15.43,14.23,13.67,2.88,2.50,15.79
2020.09.15 08:37,5.58,1.95,15.63,1.34,3.46,1.57,0.59,1.00
2020.09.15 08:38,7.88,1.74,1.56,16.22,2.35,1.92,1.57,0.76
2020.09.15 08:39,20.71,1.53,1.76,2.93,9.04,2.54,1.17,15.43
2020.09.15 08:40,5.58,3.13,0.80,1.17,0.96,1.35,1.77,2.15
2020.09.15 08:41,7.43,3.32,4.69,15.05,12.90,1.92,0.95,2.10
2020.09.15 08:42,9.77,2.54,1.92,2.15,1.92,14.26,2.35,0.20
2020.09.15 08:43,4.69,14.26,1.17,1.73,2.12,18.95,2.15,1.39
2020.09.15 08:44,10.16,2.74,0.78,5.47,1.73,2.74,7.82,2.55
2020.09.15 08:45,9.42,3.71,1.15,1.37,0.96,4.30,0.78,1.58
2020.09.15 08:46,8.65,8.65,12.31,12.12,15.39,3.71,1.91,6.06
2020.09.15 08:47,7.62,3.91,3.13,0.78,4.04,1.57,7.62,17.22
2020.09.15 08:48,7.23,4.49,2.69,6.06,2.12,1.37,0.78,2.27
2020.09.15 08:49,17.58,20.91,9.97,0.96,13.26,1.37,0.98,0.94
2020.09.15 08:50,7.23,0.98,20.00,0.59,2.35,17.11,1.18,0.79
2020.09.15 08:51,3.91,2.08,24.43,14.45,15.19,2.15,1.73,1.18
2020.09.15 08:52,6.35,0.38,3.79,2.88,0.59,2.15,2.89,2.55
2020.09.15 08:53,10.18,2.74,2.93,2.69,3.85,2.31,4.11,1.37
2020.09.15 08:54,19.73,0.78,2.74,0.77,6.26,3.32,5.18,2.89
2020.09.15 08:55,11.33,1.73,0.98,1.57,1.37,3.08,18.08,2.88
2020.09.15 08:56,1.01,3.27,3.13,14.62,13.09,2.15,3.13,13.87
2020.09.15 08:57,5.47,13.09,1.56,1.54,3.13,2.12,1.73,1.97
2020.09.15 08:58,10.58,2.31,0.96,0.98,1.35,0.98,2.12,1.18
2020.09.15 08:59,16.80,1.53,0.38,1.35,37.69,1.76,2.31,1.94
2020.09.15 09:00,10.94,4.69,1.34,2.15,3.27,5.39,2.35,2.93
2020.09.15 09:01,6.54,3.32,2.88,26.73,13.84,1.37,1.89,1.18
2020.09.15 09:02,9.62,0.59,1.37,2.35,12.69,3.91,1.15,0.58
2020.09.15 09:03,12.12,1.96,1.35,1.18,0.39,3.52,0.39,0.54
2020.09.15 09:04,1.76,2.50,1.37,1.15,0.96,3.85,1.35,2.29
2020.09.15 09:05,4.89,0.98,0.96,1.37,0.78,1.91,1.18,2.29
2020.09.15 09:06,4.69,3.08,3.13,14.26,13.08,12.89,1.17,1.37
2020.09.15 09:07,18.85,1.17,4.49,12.30,1.17,2.54,3.72,4.13
2020.09.15 09:08,9.96,1.57,0.59,2.89,0.96,0.96,0.97,1.33
2020.09.15 09:09,23.83,6.16,1.37,2.50,5.19,4.23,1.77,4.81
2020.09.15 09:10,4.70,1.15,1.54,2.74,2.15,4.69,2.74,6.50
2020.09.15 09:11,8.21,4.61,3.91,15.96,28.65,5.19,2.69,5.86
2020.09.15 09:12,6.25,2.35,1.57,1.35,1.37,2.31,14.60,4.01
2020.09.15 09:13,7.31,0.59,1.77,1.35,4.10,1.76,4.24,3.13
2020.09.15 09:14,17.69,0.79,1.37,1.35,1.57,2.93,0.59,3.53
2020.09.15 09:15,10.55,2.93,0.96,1.16,2.15,2.36,3.33,16.43
2020.09.15 09:16,0.58,18.75,19.23,28.85,16.02,4.30,1.92,5.67
2020.09.15 09:17,5.39,2.50,0.76,13.68,2.74,3.52,1.73,3.54
2020.09.15 09:18,10.39,3.13,16.35,0.79,1.54,5.18,1.37,1.76
2020.09.15 09:19,13.67,2.12,1.56,12.70,4.92,1.57,0.40,1.92
2020.09.15 09:20,12.70,1.77,0.59,0.77,3.08,4.69,2.15,4.24
2020.09.15 09:21,12.90,2.50,3.52,12.51,13.87,2.69,1.96,0.96
2020.09.15 09:22,4.81,2.54,2.74,8.47,0.96,2.15,0.75,3.51
2020.09.15 09:23,9.18,2.50,1.15,16.21,1.17,6.84,0.79,0.98
2020.09.15 09:24,1.54,1.18,0.39,0.78,12.50,1.56,0.95,0.59
2020.09.15 09:25,8.99,1.35,0.98,1.16,2.54,2.31,0.39,0.59
2020.09.15 09:26,12.70,5.00,2.93,13.66,14.26,0.78,0.78,1.09
2020.09.15 09:27,5.28,13.29,3.07,1.57,7.62,2.55,1.39,4.30
2020.09.15 09:28,8.99,9.77,0.77,4.69,1.96,3.46,17.00,2.32
2020.09.15 09:29,14.26,1.54,0.98,12.50,6.45,2.69,1.17,2.47
2020.09.15 09:30,6.54,0.97,2.15,2.74,3.13,2.93,2.31,2.84
2020.09.15 09:31,0.79,2.50,6.25,14.06,12.50,3.46,0.95,2.11
2020.09.15 09:32,9.28,14.65,0.80,2.94,15.44,12.89,0.58,2.35
2020.09.15 09:33,7.50,2.93,0.77,1.76,1.76,3.27,2.74,3.43
2020.09.15 09:34,13.65,2.93,0.98,1.54,0.98,0.98,1.37,4.92
2020.09.15 09:35,1.92,2.15,1.20,1.96,1.73,2.70,1.37,2.48
2020.09.15 09:36,12.12,1.92,2.31,13.27,11.54,1.17,1.56,2.93
2020.09.15 09:37,6.73,7.23,1.18,0.59,1.56,2.54,3.58,2.66
2020.09.15 09:38,10.00,0.59,2.50,2.54,1.16,2.54,3.08,1.37
2020.09.15 09:39,34.18,4.81,0.59,1.16,3.72,1.54,1.57,2.67
2020.09.15 09:40,10.74,1.15,0.59,0.78,1.73,6.25,5.67,21.88
2020.09.15 09:41,7.82,2.31,3.71,14.08,13.85,15.43,0.39,3.43
2020.09.15 09:42,5.00,2.74,2.49,1.34,1.17,1.96,3.46,4.52
2020.09.15 09:43,9.04,4.81,0.98,19.81,2.54,2.50,1.57,4.60
2020.09.15 09:44,9.38,11.53,0.79,2.74,0.77,4.03,2.16,4.69
2020.09.15 09:45,34.42,3.85,1.92,2.74,1.37,1.92,0.59,3.72
2020.09.15 09:46,5.73,3.85,28.91,14.26,12.11,2.74,1.57,4.30
2020.09.15 09:47,13.28,3.66,2.35,2.50,1.38,1.18,1.73,5.11
2020.09.15 09:48,0.58,1.77,1.93,1.56,1.16,1.76,1.18,1.88
2020.09.15 09:49,17.19,1.76,1.57,5.03,7.81,1.93,1.54,4.69
2020.09.15 09:50,11.56,1.76,1.37,14.85,12.11,2.15,1.76,2.56
2020.09.15 09:51,6.06,8.65,3.15,19.23,14.07,2.53,1.72,11.59
2020.09.15 09:52,19.73,0.59,2.15,2.54,10.94,2.35,1.37,5.68
2020.09.15 09:53,6.45,1.57,1.96,2.50,2.94,3.32,2.30,2.37
2020.09.15 09:54,7.31,0.98,1.35,2.15,1.16,2.69,0.59,2.69
2020.09.15 09:55,8.99,1.54,5.77,3.13,2.31,1.92,1.33,2.94
2020.09.15 09:56,11.33,3.72,11.54,12.88,14.62,3.32,1.54,0.79
2020.09.15 09:57,6.06,1.57,11.53,12.31,0.00,0.80,2.35,1.54
2020.09.15 09:58,1.54,1.96,0.59,0.77,1.37,0.96,2.50,1.57
2020.09.15 09:59,22.69,2.35,1.18,2.11,5.58,1.76,2.16,2.74
2020.09.15 10:00,9.62,1.34,1.77,0.78,2.35,2.15,3.52,1.74
2020.09.15 10:01,7.23,2.54,8.60,13.67,17.88,4.69,1.17,16.41
2020.09.15 10:02,20.51,1.76,19.34,0.81,21.92,2.50,3.52,0.97
2020.09.15 10:03,2.74,3.84,0.96,1.74,3.27,3.71,3.46,1.96
2020.09.15 10:04,8.02,1.34,0.20,1.35,1.73,11.14,0.79,2.15
2020.09.15 10:05,10.39,1.76,1.54,1.73,1.73,1.73,4.89,2.55
2020.09.15 10:06,21.35,3.52,8.07,13.09,12.89,1.37,13.46,10.94
2020.09.15 10:07,6.15,3.66,11.14,6.45,2.35,2.31,1.35,2.10
2020.09.15 10:08,0.39,1.57,0.96,14.06,2.15,4.11,9.57,2.08
2020.09.15 10:09,18.56,1.73,1.96,2.15,4.69,3.91,2.15,1.37
2020.09.15 10:10,7.62,1.37,1.73,2.15,5.08,4.30,2.93,16.80
2020.09.15 10:11,6.35,1.34,3.13,15.19,14.45,3.85,0.98,2.74
2020.09.15 10:12,11.34,2.54,2.50,2.93,2.35,3.27,2.35,9.43
2020.09.15 10:13,6.25,1.96,1.18,1.73,2.54,2.35,2.55,1.73
2020.09.15 10:14,12.89,3.13,1.37,4.23,2.31,3.71,4.43,3.03
2020.09.15 10:15,3.91,1.57,0.98,1.54,1.73,4.69,0.99,1.18
2020.09.15 10:16,8.60,2.50,1.56,17.31,13.66,2.50,1.54,2.11
2020.09.15 10:17,11.92,2.74,0.20,1.13,25.58,3.52,3.52,1.14
2020.09.15 10:18,9.77,1.54,1.34,1.76,14.80,2.93,1.54,0.98
2020.09.15 10:19,20.58,1.18,0.40,0.77,4.50,2.15,0.40,16.64
2020.09.15 10:20,10.24,1.96,1.16,2.12,2.89,4.62,1.56,3.34
2020.09.15 10:21,5.67,6.54,5.00,14.07,12.11,2.35,4.70,2.89
2020.09.15 10:22,5.67,2.12,0.40,0.96,1.54,1.73,2.12,15.24
2020.09.15 10:23,0.98,0.78,3.91,1.08,2.11,1.72,3.32,0.59
2020.09.15 10:24,0.79,10.16,1.56,0.98,4.69,26.57,7.05,4.30
2020.09.15 10:25,5.08,1.54,2.12,0.98,0.79,4.89,4.30,5.38
2020.09.15 10:26,9.57,2.93,3.32,12.31,13.65,1.18,2.94,5.01
2020.09.15 10:27,5.08,4.30,2.89,5.47,3.52,0.59,2.94,0.94
2020.09.15 10:28,6.46,3.13,2.31,0.58,1.56,1.34,2.12,1.90
2020.09.15 10:29,22.69,2.74,2.74,1.96,5.24,1.57,19.80,20.19
2020.09.15 10:30,10.94,1.15,2.17,0.79,1.55,3.27,1.37,1.76
2020.09.15 10:31,10.00,4.23,4.69,17.38,14.03,1.35,1.92,6.67
2020.09.15 10:32,12.12,3.33,1.92,2.74,1.96,1.76,1.17,3.27
2020.09.15 10:33,1.35,0.77,0.59,0.59,1.74,1.92,0.59,3.65
2020.09.15 10:34,1.36,1.37,1.15,1.37,14.27,12.51,1.96,1.13
2020.09.15 10:35,6.64,1.35,0.59,2.93,3.27,3.14,1.92,2.35
2020.09.15 10:36,7.31,2.50,1.54,13.09,15.24,2.69,1.57,1.16
2020.09.15 10:37,7.81,0.79,7.43,1.76,8.40,1.72,1.18,1.96
2020.09.15 10:38,10.74,4.30,0.38,1.96,3.65,3.32,3.91,4.30
2020.09.15 10:39,23.05,1.96,0.39,1.54,9.62,2.35,11.33,0.72
2020.09.15 10:40,5.00,4.69,0.78,1.76,1.57,2.29,2.94,20.19
2020.09.15 10:41,2.11,2.86,15.63,14.06,16.02,2.15,3.32,4.31
2020.09.15 10:42,17.99,3.91,0.78,1.17,2.31,7.82,3.91,0.79
2020.09.15 10:43,6.73,0.98,2.15,3.91,3.46,2.15,11.73,1.54
2020.09.15 10:44,10.36,2.11,1.15,1.15,1.37,3.84,2.93,2.10
2020.09.15 10:45,5.67,2.15,0.98,1.56,0.78,3.46,4.30,3.72
2020.09.15 10:46,13.09,3.27,1.37,13.66,12.31,2.15,2.54,27.36
2020.09.15 10:47,16.35,4.42,1.35,2.54,2.15,3.52,29.03,0.59
2020.09.15 10:48,6.25,2.69,0.98,1.17,1.76,2.50,0.20,0.98
2020.09.15 10:49,19.42,1.18,4.50,0.39,29.69,3.52,2.30,1.76
2020.09.15 10:50,5.96,2.93,2.69,2.34,1.54,2.74,0.99,1.93
2020.09.15 10:51,6.92,1.76,0.61,15.24,13.46,1.56,6.13,1.29
2020.09.15 10:52,9.38,3.91,1.17,0.59,2.74,3.52,0.98,16.92
2020.09.15 10:53,0.77,1.56,0.98,13.87,0.98,1.17,1.91,2.93
2020.09.15 10:54,9.57,3.33,1.76,3.13,2.54,3.38,2.74,2.12
2020.09.15 10:55,5.86,1.37,0.58,10.39,1.54,1.54,1.54,0.79
2020.09.15 10:56,7.81,2.88,2.74,13.09,16.22,4.30,1.54,10.96
2020.09.15 10:57,5.39,3.52,0.59,1.17,10.75,5.00,2.54,1.52
